TICKER,SHORT_NAME,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
HUD UN Equity,HUDSON LTD-CL A,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
HUM UN Equity,HUMANA INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
HUN UN Equity,HUNTSMAN CORP,Materials,Materials,Chemicals,Diversified Chemicals
HURC UW Equity,HURCO COMPANIES,Industrials,Capital Goods,Machinery,Industrial Machinery
HURN UW Equity,HURON CONSULTING,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
HVT UN Equity,HAVERTY FURNITUR,Consumer Discretionary,Retailing,Specialty Retail,Homefurnishing Retail
HWBK UW Equity,HAWTHORN BANCSHA,Financials,Banks,Banks,Regional Banks
HWC UW Equity,HANCOCK WHITNEY,Financials,Banks,Banks,Regional Banks
HWKN UW Equity,HAWKINS INC,Materials,Materials,Chemicals,Commodity Chemicals
HXL UN Equity,HEXCEL CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
HY UN Equity,HYSTER-YALE,Industrials,Capital Goods,Machinery,Industrial Machinery
HZNP UW Equity,HORIZON THERAPEU,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
HZO UN Equity,MARINEMAX INC,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
I UN Equity,INTELSAT SA,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
IAA UN Equity,IAA INC,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
IAC UW Equity,IAC/INTERACTIVEC,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
IART UW Equity,INTEGRA LIFESCIE,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
IBCP UW Equity,INDEP BANK/MICH,Financials,Banks,Banks,Regional Banks
IBKC UW Equity,IBERIABANK CORP,Financials,Banks,Banks,Regional Banks
IBKR UW Equity,INTERACTIVE BROK,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
IBM UN Equity,IBM,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
IBOC UW Equity,INTL BANCSHARES,Financials,Banks,Banks,Regional Banks
IBP UN Equity,INSTALLED BUILDI,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
IBTX UW Equity,INDEPENDENT BANK,Financials,Banks,Banks,Regional Banks
ICD UN Equity,INDEPENDENCE CON,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
ICE UN Equity,INTERCONTINENTAL,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
ICFI UW Equity,ICF INTERNATIONA,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
ICHR UW Equity,ICHOR HOLDINGS L,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
ICPT UW Equity,INTERCEPT PHARMA,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ICUI UW Equity,ICU MEDICAL,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
IDA UN Equity,IDACORP INC,Utilities,Utilities,Electric Utilities,Electric Utilities
IDCC UW Equity,INTERDIGITAL INC,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
IDEX UR Equity,IDEANOMICS INC,Information Technology,Software & Services,Software,Application Software
IDT UN Equity,IDT CORP-CLASS B,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
IDXX UW Equity,IDEXX LABS,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
IESC UQ Equity,IES HOLDINGS INC,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
IEX UN Equity,IDEX CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
IFF UN Equity,INTL FLVR & FRAG,Materials,Materials,Chemicals,Specialty Chemicals
IGMS UW Equity,IGM BIOSCIENCES,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
IGT UN Equity,INTERNATIONAL GA,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
IHC UN Equity,INDEP HLDG CO,Financials,Insurance,Insurance,Life & Health Insurance
III UQ Equity,INFORMATION SERV,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
IIIN UW Equity,INSTEEL INDS,Industrials,Capital Goods,Building Products,Building Products
IIIV UW Equity,I3 VERTICALS-A,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
IIN UQ Equity,INTRICON CORP,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
IIPR UN Equity,INNOVATIVE INDUS,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs
IIVI UW Equity,II-VI INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
ILMN UW Equity,ILLUMINA INC,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
ILPT UW Equity,INDUSTRIAL LOGIS,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs
IMAX UN Equity,IMAX CORP,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
IMGN UW Equity,IMMUNOGEN INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
IMKTA UW Equity,INGLES MARKETS-A,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
IMMR UW Equity,IMMERSION CORP,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
IMMU UQ Equity,IMMUNOMEDICS INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
IMXI UR Equity,INTERNATIONAL MO,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
INBK UW Equity,FIRST INTERNET B,Financials,Banks,Banks,Regional Banks
INCY UW Equity,INCYTE CORP,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
INDB UW Equity,INDEP BANK/MA,Financials,Banks,Banks,Regional Banks
INFN UW Equity,INFINERA CORP,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
INFO UN Equity,IHS MARKIT LTD,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
INGN UW Equity,INOGEN INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
INGR UN Equity,INGREDION INC,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products
INN UN Equity,SUMMIT HOTEL PRO,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs
INO UW Equity,INOVIO PHARMACEU,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
INOV UW Equity,INOVALON HOLDI-A,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
INS UA Equity,INTELLIGENT SYS,Information Technology,Software & Services,Software,Application Software
INSE UR Equity,INSPIRED ENTERTA,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
INSG UW Equity,INSEEGO CORP,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
INSM UW Equity,INSMED INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
INSP UN Equity,INSPIRE MEDICAL,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
INST UN Equity,INSTRUCTURE INC,Information Technology,Software & Services,Software,Application Software
INSW UN Equity,INTERNATIONAL SE,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
INT UN Equity,WORLD FUEL SVCS,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
INTC UW Equity,INTEL CORP,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
INTL UW Equity,INTL FCSTONE INC,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
INTU UW Equity,INTUIT INC,Information Technology,Software & Services,Software,Application Software
INVA UW Equity,INNOVIVA INC,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
INVH UN Equity,INVITATION HOMES,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
INWK UW Equity,INNERWORKINGS IN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
IONS UW Equity,IONIS PHARMACEUT,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
IOSP UW Equity,INNOSPEC INC,Materials,Materials,Chemicals,Specialty Chemicals
IOTS UR Equity,ADESTO TECHNOLOG,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
IOVA UQ Equity,IOVANCE BIOTHERA,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
IP UN Equity,INTL PAPER CO,Materials,Materials,Containers & Packaging,Paper Packaging
IPAR UW Equity,INTER PARFUMS,Consumer Staples,Household & Personal Products,Personal Products,Personal Products
IPG UN Equity,INTERPUBLIC GRP,Communication Services,Media & Entertainment,Media,Advertising
IPGP UW Equity,IPG PHOTONICS,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
IPHI UN Equity,INPHI CORP,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
IPHS UW Equity,INNOPHOS HOLDING,Materials,Materials,Chemicals,Specialty Chemicals
IPI UN Equity,INTREPID POTASH,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
IQV UN Equity,IQVIA HOLDINGS I,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
IR UN Equity,INGERSOLL-RAND,Industrials,Capital Goods,Machinery,Industrial Machinery
IRBT UW Equity,IROBOT CORP,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances
IRDM UW Equity,IRIDIUM COMMUNIC,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
IRET UN Equity,INVESTORS REAL,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
IRM UN Equity,IRON MOUNTAIN,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
IRMD UR Equity,IRADIMED CORP,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
IRT UN Equity,INDEPENDENCE REA,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
IRTC UW Equity,IRHYTHM TECHNOLO,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
IRWD UW Equity,IRONWOOD PHARMAC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ISBC UW Equity,INVESTORS BANCOR,Financials,Banks,Banks,Regional Banks
ISRG UW Equity,INTUITIVE SURGIC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
ISTR UQ Equity,INVESTAR HOLDING,Financials,Banks,Banks,Regional Banks
IT UN Equity,GARTNER INC,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
ITCI UW Equity,INTRA-CELLULAR T,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
ITGR UN Equity,INTEGER HOLDINGS,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
ITI UR Equity,ITERIS INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
ITIC UW Equity,INVESTORS TITLE,Financials,Insurance,Insurance,Property & Casualty Insurance
ITRI UW Equity,ITRON INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
ITT UN Equity,ITT INC,Industrials,Capital Goods,Machinery,Industrial Machinery
ITW UN Equity,ILLINOIS TOOL WO,Industrials,Capital Goods,Machinery,Industrial Machinery
IVC UN Equity,INVACARE CORP,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
IVR UN Equity,INVESCO MORTGAGE,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
IVZ UN Equity,INVESCO LTD,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
J UN Equity,JACOBS ENGIN GRP,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
JACK UW Equity,JACK IN THE BOX,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
JAX UN Equity,J ALEXANDER,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
JAZZ UW Equity,JAZZ PHARMACEUTI,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
JBGS UN Equity,JBG SMITH PROPER,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
JBHT UW Equity,HUNT (JB) TRANS,Industrials,Transportation,Road & Rail,Trucking
JBL UN Equity,JABIL INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
JBLU UW Equity,JETBLUE AIRWAYS,Industrials,Transportation,Airlines,Airlines
JBSS UW Equity,JOHN B SANFILIPP,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
JBT UN Equity,JOHN BEAN TECH,Industrials,Capital Goods,Machinery,Industrial Machinery
JCAP UN Equity,JERNIGAN CAPITAL,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
JCI UN Equity,JOHNSON CONTROLS,Industrials,Capital Goods,Building Products,Building Products
JCOM UW Equity,J2 GLOBAL INC,Information Technology,Software & Services,Software,Application Software
JCP UN Equity,J.C. PENNEY CO,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
JEF UN Equity,JEFFERIES FINANC,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings
JELD UN Equity,JELD-WEN HOLDING,Industrials,Capital Goods,Building Products,Building Products
JHG UN Equity,JANUS HENDERSON,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
JILL UN Equity,J. JILL INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
JJSF UW Equity,J & J SNACK FOOD,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
JKHY UW Equity,JACK HENRY,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
JLL UN Equity,JONES LANG LASAL,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services
JNCE UW Equity,JOUNCE THERAPEUT,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
JNJ UN Equity,JOHNSON&JOHNSON,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
JNPR UN Equity,JUNIPER NETWORKS,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
JOE UN Equity,ST JOE CO,Real Estate,Real Estate,Real Estate Management & Devel,Diversified Real Estate Activi
JOUT UW Equity,JOHNSON OUTDOO-A,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
JPM UN Equity,JPMORGAN CHASE,Financials,Banks,Banks,Diversified Banks
JRVR UW Equity,JAMES RIVER GROU,Financials,Insurance,Insurance,Property & Casualty Insurance
JW/A UN Equity,WILEY JOHN&SON-A,Communication Services,Media & Entertainment,Media,Publishing
JWN UN Equity,NORDSTROM INC,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
JYNT UR Equity,JOINT CORP/THE,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
K UN Equity,KELLOGG CO,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
KAI UN Equity,KADANT INC,Industrials,Capital Goods,Machinery,Industrial Machinery
KALA UW Equity,KALA PHARMACEUTI,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
KALU UW Equity,KAISER ALUMINUM,Materials,Materials,Metals & Mining,Aluminum
KALV UQ Equity,KALVISTA PHARMAC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KAMN UN Equity,KAMAN CORP,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
KAR UN Equity,KAR AUCTION SERV,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
KBAL UW Equity,KIMBALL INTL -B,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
KBH UN Equity,KB HOME,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
KBR UN Equity,KBR INC,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
KDMN UN Equity,KADMON HOLDINGS,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KDP UN Equity,KEURIG DR PEPPER,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
KE UW Equity,KIMBALL ELECTRON,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
KELYA UW Equity,KELLY SERVICES-A,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KEM UN Equity,KEMET CORP,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
KEX UN Equity,KIRBY CORP,Industrials,Transportation,Marine,Marine
KEY UN Equity,KEYCORP,Financials,Banks,Banks,Regional Banks
KEYS UN Equity,KEYSIGHT TEC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
KFRC UW Equity,KFORCE INC,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KFY UN Equity,KORN FERRY,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KHC UW Equity,KRAFT HEINZ CO/T,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
KIDS UQ Equity,ORTHOPEDIATRICS,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
KIM UN Equity,KIMCO REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
KIN UR Equity,KINDRED BIOSCIEN,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KLAC UW Equity,KLA CORP,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
KLDO UW Equity,KALEIDO BIOSCIEN,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
KLXE UW Equity,KLX ENERGY SERVI,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
KMB UN Equity,KIMBERLY-CLARK,Consumer Staples,Household & Personal Products,Household Products,Household Products
KMI UN Equity,KINDER MORGAN IN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
KMPR UN Equity,KEMPER CORP,Financials,Insurance,Insurance,Property & Casualty Insurance
KMT UN Equity,KENNAMETAL INC,Industrials,Capital Goods,Machinery,Industrial Machinery
KMX UN Equity,CARMAX INC,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
KN UN Equity,KNOWLES CORP,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
KNL UN Equity,KNOLL INC,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
KNSA UW Equity,KINIKSA PHARMA-A,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KNSL UW Equity,KINSALE CAPITAL,Financials,Insurance,Insurance,Property & Casualty Insurance
KNX UN Equity,KNIGHT-SWIFT TRA,Industrials,Transportation,Road & Rail,Trucking
KO UN Equity,COCA-COLA CO/THE,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
KOD UQ Equity,KODIAK SCIENCES,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KOP UN Equity,KOPPERS HOLDINGS,Materials,Materials,Chemicals,Commodity Chemicals
KOS UN Equity,KOSMOS ENERGY LT,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
KPTI UW Equity,KARYOPHARM THERA,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KR UN Equity,KROGER CO,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
KRA UN Equity,KRATON CORP,Materials,Materials,Chemicals,Specialty Chemicals
KRC UN Equity,KILROY REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
KREF UN Equity,KKR REAL ESTATE,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
KRG UN Equity,KITE REALTY GROU,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
KRNY UW Equity,KEARNY FINANCIAL,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
KRO UN Equity,KRONOS WORLDWIDE,Materials,Materials,Chemicals,Commodity Chemicals
KRTX UQ Equity,KARUNA THERAPEUT,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KRUS UQ Equity,KURA SUSHI USA-A,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
KRYS UQ Equity,KRYSTAL BIOTECH,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KSS UN Equity,KOHLS CORP,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
KSU UN Equity,KANSAS CITY SOUT,Industrials,Transportation,Road & Rail,Railroads
KTB UN Equity,KONTOOR BRAND,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
KTOS UW Equity,KRATOS DEFENSE &,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
KURA UW Equity,KURA ONCOLOGY IN,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KVHI UW Equity,KVH INDUSTRIES,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
KW UN Equity,KENNEDY-WILSON H,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Operating Companie
KWR UN Equity,QUAKER CHEMICAL,Materials,Materials,Chemicals,Specialty Chemicals
KZR UW Equity,KEZAR LIFE SCIEN,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
L UN Equity,LOEWS CORP,Financials,Insurance,Insurance,Property & Casualty Insurance
LAD UN Equity,LITHIA MOTORS-A,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
LADR UN Equity,LADDER CAPITAL,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
LAMR UW Equity,LAMAR ADVERTIS-A,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
LANC UW Equity,LANCASTER COLONY,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LAND UQ Equity,GLADSTONE LAND C,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
LASR UW Equity,NLIGHT INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
LAUR UW Equity,LAUREATE EDUCA-A,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LAWS UW Equity,LAWSON PRODUCTS,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
LAZ UN Equity,LAZARD LTD-CL A,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
LB UN Equity,L BRANDS INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
LBAI UW Equity,LAKELAND BANCORP,Financials,Banks,Banks,Regional Banks
LBC UW Equity,LUTHER BURBANK C,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
LBRDA UW Equity,LIBERTY BR-A,Communication Services,Media & Entertainment,Media,Cable & Satellite
LBRDK UW Equity,LIBERTY BR-C,Communication Services,Media & Entertainment,Media,Cable & Satellite
LBRT UN Equity,LIBERTY OILFIE-A,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
LC UN Equity,LENDINGCLUB CORP,Financials,Diversified Financials,Consumer Finance,Consumer Finance
LCI UN Equity,LANNETT CO INC,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LCII UN Equity,LCI INDUSTRIES,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
LCNB UR Equity,LCNB CORPORATION,Financials,Banks,Banks,Regional Banks
LCTX UA Equity,LINEAGE CELL THE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LCUT UW Equity,LIFETIME BRANDS,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties
LDL UN Equity,LYDALL INC,Industrials,Capital Goods,Machinery,Industrial Machinery
LDOS UN Equity,LEIDOS HOLDINGS,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
LE UR Equity,LANDS' END INC,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
LEA UN Equity,LEAR CORP,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
LEAF UN Equity,LEAF GROUP LTD,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
LECO UW Equity,LINCOLN ELECTRIC,Industrials,Capital Goods,Machinery,Industrial Machinery
LEE UN Equity,LEE ENTERPRISES,Communication Services,Media & Entertainment,Media,Publishing
LEG UN Equity,LEGGETT & PLATT,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
LEGH UW Equity,LEGACY HOUSING C,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LEN UN Equity,LENNAR CORP-A,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LEN/B UN Equity,LENNAR CORP-B,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LEVL UW Equity,LEVEL ONE BANCOR,Financials,Banks,Banks,Regional Banks
LFUS UW Equity,LITTELFUSE INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
LFVN UR Equity,LIFEVANTAGE CORP,Consumer Staples,Household & Personal Products,Personal Products,Personal Products
LGF/A UN Equity,LIONS GATE-A,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LGF/B UN Equity,LIONS GATE ENT-B,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LGIH UW Equity,LGI HOMES INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LGND UQ Equity,LIGAND PHARM,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LH UN Equity,LABORATORY CP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
LHCG UW Equity,LHC GROUP INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
LHX UN Equity,L3HARRIS TECHNOL,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LII UN Equity,LENNOX INTL INC,Industrials,Capital Goods,Building Products,Building Products
LILA UW Equity,LIBERTY LATI-A,Communication Services,Media & Entertainment,Media,Cable & Satellite
LILAK UW Equity,LIBERTY LATI-C,Communication Services,Media & Entertainment,Media,Cable & Satellite
LIN UN Equity,LINDE PLC,Materials,Materials,Chemicals,Industrial Gases
LIND UR Equity,LINDBLAD EXPEDIT,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
LITE UW Equity,LUMENTUM HOL,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
LIVN UW Equity,LIVANOVA PLC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
LIVX UR Equity,LIVEXLIVE MEDIA,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
